Model,Category,Subcategory,Action,Sentence,Expected,Generated,ROUGE-L (%),Cosine Similarity (%),Edit Distance Similarity (%),Latency (sec),First-Token Latency (sec),Generation Time (sec),Throughput (tokens/sec),Memory Before (GiB),Memory After (GiB),Model Size (GiB),Intent Accuracy (%)
Llama-3.2-1B-Merged,lights,kitchen,statusquery,was kitchen light on last night?,kitchen lighting log from last night retrieved,kitchen lighting log from last night retrieved.,100.0,100.0,97.87234042553192,0.0002676309959497303,0.04719985698466189,0.4000961820129305,49.98798013861984,2.480150016,2.481095168,2.488907441,100.0
Llama-3.2-1B-Merged,music,power,turnon,switch on music tonight,music switched on tonight.,music switched on tonight,100.0,100.0,96.15384615384616,0.0002639580052345991,0.0471988630015403,0.3498020079859998,45.74016053287027,2.480150016,2.481029632,2.488907441,100.0
Llama-3.2-1B-Merged,lights,basement,off,turn off basement lights,basement lights turned off,basement lights turned off.,100.0,100.0,96.2962962962963,0.0002631119859870523,0.047208948992192745,0.2999919890135061,50.00133520006988,2.480150016,2.481029632,2.488907441,100.0
Llama-3.2-1B-Merged,camera,bathroom,statusquery,observe bathroom camera operations,operations observed,operations observed.,100.0,100.0,95.0,0.0002650599926710129,0.047198188985930756,0.250305149005726,51.93660638480358,2.480150016,2.481029632,2.488907441,100.0
Llama-3.2-1B-Merged,shutters,kitchen,down,close kitchen blinds,blinds closed now.,blinds closed.,80.0,100.0,77.77777777777779,0.00026591599453240633,0.04719064201344736,0.25018564899801277,47.96438184228271,2.480150016,2.480996352,2.488907441,100.0
Llama-3.2-1B-Merged,music,queue,clear,remove queue after 20 minutes,queue will be removed after 20 minutes.,queue will be removed after 20 minutes,100.0,100.0,97.43589743589743,0.00027851900085806847,0.04720493499189615,0.5487842800212093,40.08861186612297,2.480150016,2.481095168,2.488907441,100.0
Llama-3.2-1B-Merged,shutters,toilet,statusquery,verify shutter status at 9 pm,shutter status will be verified at 9 pm.,shutter status will be verified at 9 pm,100.0,100.0,97.5,0.0002689649991225451,0.047223627974744886,0.5986310879816301,40.09146949069988,2.480150016,2.481127936,2.488907441,100.0
Llama-3.2-1B-Merged,camera,library,statusquery,observe library camera operations,operations observed,operations observed.,100.0,100.0,95.0,0.00026282700127922,0.04720409298897721,0.2507212130003609,51.850419214353785,2.480150016,2.481029632,2.488907441,100.0
Llama-3.2-1B-Merged,shutters,cellar,down,shut cellar shades,shades shut,shades shut.,100.0,100.0,91.66666666666666,0.00025997599004767835,0.047179198008961976,0.20057154100504704,59.829026290913525,2.480150016,2.480996352,2.488907441,100.0
Llama-3.2-1B-Merged,lights,kitchen,statusquery,check kitchen lights now,kitchen lights status retrieved.,kitchen lights status shown,75.0,100.0,68.75,0.0002638789883349091,0.04719425001530908,0.30007898100302555,53.31929596174775,2.480150016,2.481029632,2.488907441,100.0
Llama-3.2-1B-Merged,camera,all,on,start all monitoring,monitoring started,monitoring started.,100.0,100.0,94.73684210526316,0.00025991498841904104,0.04717589102801867,0.2501975180057343,47.962106481507824,2.480150016,2.480996352,2.488907441,100.0
Llama-3.2-1B-Merged,music,playlist,selectplaylist,select playlist at 7 o'clock,playlist will be selected at 7 o'clock.,playlist will be selected at 7 o'clock,100.0,100.0,97.43589743589743,0.00027063899324275553,0.047218641004292294,0.5986581660108641,40.08965610529142,2.480150016,2.481127936,2.488907441,100.0
Llama-3.2-1B-Merged,shutters,basement,down,"shut basement shutters ""next friday, june 13""",basement shutters will be closed next friday.,basement shutters will be closed next friday,100.0,100.0,97.77777777777777,0.00027824201970361173,0.047454637999180704,0.5567812450171914,50.28905023396659,2.480150016,2.481291776,2.488907441,100.0
Llama-3.2-1B-Merged,lights,toilet,off,deactivate toilet lights,toilet lights deactivated,toilet lights deactivated.,100.0,100.0,96.15384615384616,0.000259089982137084,0.047168308024993166,0.2998488029988948,43.35518391263318,2.480150016,2.480996352,2.488907441,100.0
Llama-3.2-1B-Merged,camera,library,statusquery,show library camera activity for today,library activity shown for today. ,library activity shown for today,100.0,100.0,94.11764705882352,0.00027749998844228685,0.04724536099820398,0.39963435899699107,47.543459595632655,2.480150016,2.481095168,2.488907441,100.0
Llama-3.2-1B-Merged,music,playback,resume,start music again,music resumed.,music resumed,100.0,100.0,92.85714285714286,0.00026700401213020086,0.04723273401032202,0.2504585399874486,51.90479829776009,2.480150016,2.480996352,2.488907441,100.0
Llama-3.2-1B-Merged,lights,random,on,enable all random lighting,all random lighting enabled,all random lighting enabled.,100.0,100.0,96.42857142857143,0.0002663289778865874,0.04718959899037145,0.4491165119979996,33.39890562755976,2.480150016,2.481029632,2.488907441,100.0
Llama-3.2-1B-Merged,shutters,basement,up,lift shutters in basement,shutters raised,shutters raised.,100.0,100.0,93.75,0.0002630980161484331,0.047219450992997736,0.25072724602068774,59.82596721364034,2.480150016,2.4810624,2.488907441,100.0
Llama-3.2-1B-Merged,music,podcast,skip,go to next episode,next episode started,next episode started.,100.0,100.0,95.23809523809523,0.0002591639931779355,0.047185253992211074,0.25049146299716085,55.890128280174885,2.480150016,2.481029632,2.488907441,100.0
Llama-3.2-1B-Merged,shutters,cellar,down,shut shutters now,shutters shut now,shutters shut now.,100.0,100.0,94.44444444444444,0.0003727879957295954,0.04721566097578034,0.3996501909859944,37.53282329977835,2.480150016,2.481029632,2.488907441,100.0
Llama-3.2-1B-Merged,camera,dining room,statusquery,inspect feed after 10 minutes,feed will be inspected after 10 minutes,feed will be inspected after 10 minutes.,100.0,100.0,97.5,0.0002623950131237507,0.047215252998284996,0.5488720040011685,38.260286272417154,2.480150016,2.481095168,2.488907441,100.0
Llama-3.2-1B-Merged,camera,library,on,deploy library surveillance,surveillance deployed,library surveillance deployed.,80.0,100.0,70.0,0.00026161997811868787,0.04717528200126253,0.2502355129981879,51.95105940096576,2.480150016,2.480996352,2.488907441,100.0
Llama-3.2-1B-Merged,shutters,none,down,"shut all shutters tomorrow, june 7",all shutters will be closed tomorrow.,all shutters will be closed tomorrow,100.0,100.0,97.2972972972973,0.0002735210000537336,0.047424648015294224,0.7052572829998098,35.448056478995255,2.480150016,2.48122624,2.488907441,100.0
Llama-3.2-1B-Merged,camera,basement,statusquery,assess basement surveillance,surveillance assessed,surveillance assessed.,100.0,100.0,95.45454545454545,0.0002577110135462135,0.04720059200190008,0.2004817980050575,59.855807955679246,2.480150016,2.480996352,2.488907441,100.0
Llama-3.2-1B-Merged,music,playback,pause,halt playback at 7 pm,playback will be paused at 7 pm.,playback will stop at 7 pm,76.92307692307692,76.92578,71.875,0.00026875699404627085,0.04718709998996928,0.4991953860153444,42.067696513834555,2.480150016,2.481095168,2.488907441,0.0
Llama-3.2-1B-Merged,music,artist,check,check the current artist,current artist is playing.,current artist is playing,100.0,100.0,96.15384615384616,0.0002622460015118122,0.04718110998510383,0.3496565470122732,45.7591889433101,2.480150016,2.481029632,2.488907441,100.0
Llama-3.2-1B-Merged,shutters,toilet,up,lift toilet drapes,drapes lifted,drapes lifted.,100.0,100.0,92.85714285714286,0.0002696980081964284,0.0471929770137649,0.44905164500232786,31.176814862636622,2.480150016,2.481029632,2.488907441,100.0
Llama-3.2-1B-Merged,lights,none,statusquery,i would get mad if you turn on the lights right now,i won’t turn on the lights right now.,i won’t turn on the lights right now,100.0,100.0,97.2972972972973,0.0002762880176305771,0.04737439099699259,0.5558930440165568,52.168308835928265,2.480150016,2.481291776,2.488907441,100.0
Llama-3.2-1B-Merged,camera,basement,on,start basement monitoring at noon,camera will start at noon.,basement camera will start at noon,90.9090909090909,100.0,70.58823529411764,0.0002684089995454997,0.047225506976246834,0.5488993199833203,34.614726796486764,2.480150016,2.4810624,2.488907441,100.0
Llama-3.2-1B-Merged,music,playlist,selectplaylist,play my workout playlist,workout playlist is now playing.,workout playlist is now playing,100.0,100.0,96.875,0.00026420800713822246,0.04721967101795599,0.49895253201248124,34.071377354138264,2.480150016,2.481029632,2.488907441,100.0
Llama-3.2-1B-Merged,camera,attic,statusquery,has the attic camera been triggered?,no recent triggers on attic camera,no recent triggers on attic camera.,100.0,100.0,97.14285714285714,0.0002688509994186461,0.047219030995620415,0.5984901150222868,31.746556080199372,2.480150016,2.481095168,2.488907441,100.0
Llama-3.2-1B-Merged,music,volume,mute,deactivate sound today,sound deactivated today,sound deactivated today.,100.0,100.0,95.83333333333334,0.0002608640061225742,0.04716261601424776,0.3495665729860775,37.18891050980942,2.480150016,2.480996352,2.488907441,100.0
Llama-3.2-1B-Merged,music,podcast,play,launch podcast,podcast launched,podcast launched.,100.0,100.0,94.11764705882352,0.00026413900195620954,0.04715935100102797,0.25012595200678334,43.97784360937358,2.480150016,2.480963584,2.488907441,100.0
Llama-3.2-1B-Merged,shutters,kitchen,down,shut blinds tonight,blinds shut tonight.,blinds shut tonight,100.0,100.0,95.0,0.00026459002401679754,0.047182754991808906,0.2998887120047584,46.683984556837395,2.480150016,2.480996352,2.488907441,100.0
Llama-3.2-1B-Merged,shutters,none,up,raise all shutters in 10 minutes,all shutters will be raised in 10 minutes.,all shutters will be raised in 10 minutes,100.0,100.0,97.61904761904762,0.0002688590029720217,0.0471904170117341,0.5986787069996353,43.42897065823963,2.480150016,2.481160704,2.488907441,100.0
Llama-3.2-1B-Merged,camera,cellar,statusquery,observe cellar camera operations,operations observed,operations observed.,100.0,100.0,95.0,0.00027247000252828,0.047172929014777765,0.25029104499844834,51.93953303475397,2.480150016,2.481029632,2.488907441,100.0
Llama-3.2-1B-Merged,camera,bathroom,statusquery,what's the bathroom camera status?,bathroom camera details retrieved,bathroom camera details retrieved.,100.0,100.0,97.05882352941177,0.00026884800172410905,0.04719620899413712,0.3002274070167914,56.623744543912366,2.480150016,2.481095168,2.488907441,100.0
Llama-3.2-1B-Merged,music,sleeptimer,set,enable timer today,timer enabled today,timer enabled today.,100.0,100.0,95.0,0.0002640470047481358,0.04716575099155307,0.25018944099429063,51.96062610930356,2.480150016,2.480996352,2.488907441,100.0
Llama-3.2-1B-Merged,lights,dining room,off,shut down dining room lighting tomorrow morning,dining room lighting will be shut down tomorrow morning,dining room lighting will be turned off tomorrow morning.,77.77777777777779,100.0,84.21052631578947,0.0002769459970295429,0.04724723199615255,0.4993219419848174,46.06246604860667,2.480150016,2.481127936,2.488907441,100.0
Llama-3.2-1B-Merged,shutters,toilet,up,lift drapes immediately,drapes lifted immediately,drapes lifted immediately.,100.0,100.0,96.15384615384616,0.0002647849905770272,0.04719501800718717,0.30021249401033856,49.96460939924585,2.480150016,2.481029632,2.488907441,100.0
Llama-3.2-1B-Merged,shutters,none,statusquery,keep all shutters unchanged now,shutters unchanged.,all shutters unchanged now,66.66666666666666,100.0,69.23076923076923,0.00027244299417361617,0.04719701499561779,0.3996322599996347,47.54370930919683,2.480150016,2.481095168,2.488907441,100.0
Llama-3.2-1B-Merged,music,playback,check,is playback active at the moment?,playback active now.,playback is active,66.66666666666666,100.0,60.0,0.00026498298393562436,0.047199420019751415,0.3996549599978607,42.53669215087684,2.480150016,2.481095168,2.488907441,100.0
Llama-3.2-1B-Merged,music,volume,check,verify music volume,volume verified,volume status retrieved.,40.0,100.0,50.0,0.0002604229957796633,0.04718245202093385,0.2502036989899352,51.95766510439537,2.480150016,2.480996352,2.488907441,100.0
Llama-3.2-1B-Merged,music,playback,skip,"skip to next song ""this afternoon, june 3 pm""",next song will play this afternoon.,next song will play this afternoon,100.0,100.0,97.14285714285714,0.00027924199821427464,0.04740738100372255,0.40769525300129317,66.22593665547133,2.480150016,2.481324544,2.488907441,100.0
Llama-3.2-1B-Merged,camera,attic,statusquery,display attic camera recent footage,recent attic camera footage retrieved,attic camera recent footage retrieved.,80.00000000000001,100.0,60.526315789473685,0.00026436199550516903,0.047212295001372695,0.3002296570048202,56.62332019293839,2.480150016,2.4810624,2.488907441,100.0
Llama-3.2-1B-Merged,camera,bathroom,statusquery,probe bathroom camera logs,bathroom logs probed.,logs probed.,80.0,100.0,57.14285714285714,0.0002643149928189814,0.04720179602736607,0.29995917101041414,46.673018707315805,2.480150016,2.481029632,2.488907441,100.0
Llama-3.2-1B-Merged,camera,all,on,start the camera network,camera network started,camera network started.,100.0,100.0,95.65217391304348,0.00026403000811114907,0.04719407198717818,0.25037254398921505,55.9166743163462,2.480150016,2.481029632,2.488907441,100.0
Llama-3.2-1B-Merged,lights,dining room,off,extinguish dining room lights,dining room lights extinguished,dining room lights extinguished.,100.0,100.0,96.875,0.00027502901502884924,0.047225399990566075,0.34977346600499004,48.602886302866295,2.480150016,2.4810624,2.488907441,100.0
Llama-3.2-1B-Merged,lights,basement,on,light up all basement,all basement lit up,all basement lit up.,100.0,100.0,95.0,0.00026839200290851295,0.04717863700352609,0.2999989870004356,50.00016883383083,2.480150016,2.481029632,2.488907441,100.0
Llama-3.2-1B-Merged,lights,kitchen,statusquery,show kitchen lighting,kitchen lighting shown,kitchen lighting shown.,100.0,100.0,95.65217391304348,0.0002630969975143671,0.047165458992822096,0.29984634200809523,43.35553975058674,2.480150016,2.480996352,2.488907441,100.0
Llama-3.2-1B-Merged,music,playlist,delete,clear playlist,playlist cleared,playlist cleared.,100.0,100.0,94.11764705882352,0.000256997998803854,0.04715150297852233,0.2501392479753122,43.97550599930507,2.480150016,2.480963584,2.488907441,100.0
Llama-3.2-1B-Merged,lights,living room,on,activate living room lighting,living room lighting activated,living room lighting activated.,100.0,100.0,96.7741935483871,0.00026506101130507886,0.04750356398290023,0.3496238540101331,42.903251102441246,2.480150016,2.481029632,2.488907441,100.0
Llama-3.2-1B-Merged,music,status,check,"check music status ""this evening, 7 pm""",music status will be retrieved this evening.,music status will be retrieved this evening,100.0,100.0,97.72727272727273,0.0002724829828366637,0.047355237998999655,0.7053694810019806,35.44241801401357,2.480150016,2.48122624,2.488907441,100.0
Llama-3.2-1B-Merged,shutters,toilet,down,lower shutters in 1 hour,toilet shutters will be lowered in 1 hour.,i’ll lower the shutters in 1 hour,50.0,100.0,42.85714285714286,0.0002655239950399846,0.04720390500733629,0.5985884649853688,41.7649210808148,2.480150016,2.481127936,2.488907441,100.0
Llama-3.2-1B-Merged,camera,backyard,statusquery,show backyard camera feed,backyard feed shown,backyard feed shown.,100.0,100.0,95.0,0.0002663289778865874,0.04718681998201646,0.2502745139936451,55.938576312071014,2.480150016,2.481029632,2.488907441,100.0
Llama-3.2-1B-Merged,music,source,switchsource,swap music source at 9 am,source will be swapped at 9 am.,source will be swapped at 9 am,100.0,100.0,96.7741935483871,0.00027040200075134635,0.04720628401264548,0.5490330759785138,41.891829484058434,2.480150016,2.481127936,2.488907441,100.0
Llama-3.2-1B-Merged,shutters,toilet,up,unfold toilet curtains,curtains unfolded,curtains unfolded.,100.0,100.0,94.44444444444444,0.0002635690034367144,0.047202715009916574,0.20053146602003835,59.84098275529929,2.480150016,2.480996352,2.488907441,100.0
Llama-3.2-1B-Merged,shutters,none,statusquery,examine all shutters,shutters examined,all shutters examined.,80.0,100.0,77.27272727272727,0.0002642179897520691,0.04717415999039076,0.2999386349983979,50.01022959273026,2.480150016,2.481029632,2.488907441,100.0
Llama-3.2-1B-Merged,lights,kitchen,off,extinguish kitchen lighting,kitchen lighting extinguished,kitchen lighting extinguished.,100.0,100.0,96.66666666666667,0.0002597759885247797,0.0471930009953212,0.3496673350164201,42.897916098727414,2.480150016,2.481029632,2.488907441,100.0
Llama-3.2-1B-Merged,shutters,kitchen,down,close kitchen window shutters,window shutters closed,window shutters closed.,100.0,100.0,95.65217391304348,0.0002628880029078573,0.0472254260093905,0.349827426020056,45.73683710859966,2.480150016,2.4810624,2.488907441,100.0
Llama-3.2-1B-Merged,camera,living room,statusquery,inspect camera now,camera inspected now,camera inspected now.,100.0,100.0,95.23809523809523,0.00025900299078784883,0.047162175993435085,0.2999682859808672,43.337914731523234,2.480150016,2.480996352,2.488907441,100.0
Llama-3.2-1B-Merged,music,device,switchdevice,switch music device immediately,device switched immediately.,device switched immediately.,100.0,100.0,100.0,0.0002661840117070824,0.047197833977406844,0.2999830979970284,46.66929601526645,2.480150016,2.481029632,2.488907441,100.0
